No	カードパック	職業	種類	カード名1		カード名2	カード名3	コスト	攻撃力	体力	系統	画像	レア度	シンクロ	熟練度	ダンジョン	おうえん	スキルリンク	占い	パワフルバッジ	BET	絶好調	必殺技	メタルボディ
1631	08_カジノ	僧侶	特技	【転生の祈り】	【転生の祈り	転生の祈り	転生の祈り	2					1											
1632	12_そして伝説は	共通	英雄	【伝説の勇者】	【伝説の勇者	伝説の勇者	伝説の勇者	2					3											
1633	13_星降りの決戦	商人	ユニット	【怒りの魔人】	【怒りの魔人	怒りの魔人	怒りの魔人	5	2	2	物質		2											
1634	12_そして伝説は	共通	ユニット	【怒涛のドンガラドン】	【怒涛のドンガラドン	怒涛のドンガラドン	怒涛のドンガラドン	6	4	6	物質		2											
1635	01スタンダード	魔法使い	特技	【凍てつく大地】	【凍てつく大地	凍てつく大地	凍てつく大地	0					0											
1636	10_破壊と創造	魔剣士	建物	【塔】	【塔	塔	塔	6		7	建物B		2											
1637	01スタンダード	占い師	特技	【塔のタロット】	【塔のタロット	塔のタロット	塔のタロット	2					0						a					
1638	03不死鳥	魔法使い	特技	【投げキッス】	【投げキッス	投げキッス	投げキッス	2					0											
1639	13_星降りの決戦	武闘家	ユニット	【闘士の鉄拳マイユ】	【闘士の鉄拳マイユ	闘士の鉄拳マイユ	闘志の鉄拳マイユ	5	5	5	冒険者		3				a	a						
1640	10_破壊と創造	商人	建物	【道具屋】	【道具屋	道具屋	道具屋	2		3	建物B		1											
1641	07_光と闇の	商人	特技(トークン)	【銅のカードパック】	【銅のカードパック	銅のカードパック	銅のカードパック	2					0											
1642	07_光と闇の	武闘家	特技	【特訓の成果】	【特訓の成果	特訓の成果	特訓の成果	0					2											
1643	10_破壊と創造	武闘家	建物	【特訓場】	【特訓場	特訓場	特訓場	1		2	建物B		1											
1644	12_そして伝説は	魔剣士	建物	【毒の沼】	【毒の沼	毒の沼	毒の沼	5		4	建物A		1											
1645	13_星降りの決戦	魔剣士	ユニット	【独眼魔】	【独眼魔	独眼魔	独眼魔	4	3	4	あくま		2											
1646	10_破壊と創造	戦士	ユニット	【突貫のしにがみきぞく】	【突貫のしにがみきぞく	突貫のしにがみきぞく	突貫のしにがみきぞく	4	4	5	ゾンビ		2											
1647	12_そして伝説は	商人	特技	【突貫の巻物】	【突貫の巻物	突貫の巻物	突貫の巻物	4					1											
1648	05_勇気の英雄譚	戦士	特技	【突撃命令】	【突撃命令	突撃命令	突撃命令	2					0											
1649	08_カジノ	戦士	武器	【突風の剣】	【突風の剣	突風の剣	突風の剣	4	2	3			2								a			
1650	06_小さな希望の	占い師	特技	【二者択一】	【二者択一	二者択一	二者択一	1					0											
1651	00ベーシック	盗賊	特技	【二刀の心得・壱】	【二刀の心得・壱	二刀の心得・壱	二刀の心得・壱	2					0											
1652	00ベーシック	盗賊	特技(トークン)	【二刀の心得・弐】	【二刀の心得・弐	二刀の心得・弐	二刀の心得・弐	1					0											
1653	05_勇気の英雄譚	共通	ユニット	【覇海軍王ジャコラ】	【覇海軍王ジャコラ	覇海軍王ジャコラ	覇海軍王ジャコラ	6	5	7	ドラゴン		3											
1654	13_星降りの決戦	共通	ユニット(トークン)	【破壊と殺戮の神ダークドレアム】	【破壊と殺戮の神ダークドレアム	破壊と殺戮の神ダークドレアム	破壊と殺戮の神ダークドレアム	10	12	12	魔王		3											
1655	13_星降りの決戦	共通	ユニット	【破壊を司る神シドー】	【破壊を司る神シドー	破壊を司る神シドー	破壊を司る神シドー	7	5	5	魔王		3											
1656	07_光と闇の	共通	ユニット	【破壊神シドー】	【破壊神シドー	破壊神シドー	破壊神シドー	8	7	7	魔王		3											
1657	12_そして伝説は	共通	ユニット	【破壊神フォロボス】	【破壊神フォロボス	破壊神フォロボス	破壊神フォロボス	8	4	4	魔王		3											
1658	01スタンダード	魔剣士	特技	【破滅への導き】	【破滅への導き	破滅への導き	破滅への導き	2					1											
1659	13_星降りの決戦	魔剣士	建物	【廃墟】	【廃墟	廃墟	廃墟	2		2	建物B		1											
1660	04もりもり	戦士	特技	【背水のかまえ】	【背水のかまえ	背水のかまえ	背水のかまえ	0					0											
1661	03不死鳥	武闘家	特技	【背水の陣】	【背水の陣	背水の陣	背水の陣	2					2											
1662	12_そして伝説は	共通	ユニット	【白煙のホワイトビート】	【白煙のホワイトビート	白煙のホワイトビート	白煙のホワイトビート	2	1	2	物質		1											
1663	10_破壊と創造	共通	ユニット	【薄命のボーンバット】	【薄命のボーンバット	薄命のボーンバット	薄命のボーンバット	1	2	3	ゾンビ		0											
1664	12_そして伝説は	共通	ユニット	【迫撃のアンクルホーン】	【迫撃のアンクルホーン	迫撃のアンクルホーン	迫撃のアンクルホーン	7	4	6	あくま		0											
1665	13_星降りの決戦	共通	ユニット	【反魂のデスプリースト】	【反魂のデスプリースト	反魂のデスプリースト	反魂のデスプリースト	3	2	3	ゾンビ		0											
1666	10_破壊と創造	魔剣士	ユニット	【卑劣などくやずきん】	【卑劣などくやずきん	卑劣などくやずきん	卑劣などくやずきん	2	3	2			2											
1667	00ベーシック	僧侶	特技	【皮肉な笑い】	【皮肉な笑い	皮肉な笑い	皮肉な笑い	2					1											
1668	00ベーシック	武闘家	特技(トークン)	武術:【飛びげり】	武術:【飛びげり	飛びげり	飛びげり	0					0											
1669	10_破壊と創造	魔法使い	ユニット	【飛翔のガーゴイル】	【飛翔のガーゴイル	飛翔のガーゴイル	飛翔のガーゴイル	4	3	4			0				a							
1670	10_破壊と創造	商人	建物	【美容院】	【美容院	美容院	美容院	2		2	建物B		2											
1671	04もりもり	武闘家	特技	【必中拳】	【必中拳	必中拳	必中拳	4					2											
1672	10_破壊と創造	武闘家	ユニット	【百獣の王キングレオ】	【百獣の王キングレオ	百獣の王キングレオ	百獣の王キングレオ	12	7	5			3											
1673	10_破壊と創造	魔法使い	特技	【氷おとし】	【氷おとし	氷おとし	氷おとし	2					0											
1674	10_破壊と創造	魔法使い	建物	【氷の館】	【氷の館	氷の館	氷の館	3		5	建物A		2											
1675	01スタンダード	共通	ユニット(トークン)	【氷塊】	【氷塊	氷塊	氷塊	1	0	5			0											
1676	12_そして伝説は	魔法使い	ユニット	【氷原のスノーモン】	【氷原のスノーモン	氷原のスノーモン	氷原のスノーモン	4	4	4	あくま		1											
1677	13_星降りの決戦	魔法使い	特技	【氷竜への祈り】	【氷竜への祈り	氷竜への祈り	氷竜への祈り	3					0											
1678	11_英雄たちの凱旋	商人	建物	【不思議のダンジョン】	【不思議のダンジョン	不思議のダンジョン	不思議のダンジョン	1		1	建物		1			a								
1679	12_そして伝説は	占い師	ユニット	【不死鳥ラーミア】	【不死鳥ラーミア	不死鳥ラーミア	不死鳥ラーミア	9	5	10			3											
1680	01スタンダード	武闘家	特技	【不撓不屈】	【不撓不屈	不撓不屈	不撓不屈	2					0											
1681	10_破壊と創造	戦士	建物	【武器屋】	【武器屋	武器屋	武器屋	2		3	建物B		1											
1682	01スタンダード	武闘家	特技	【武術稽古】	【武術稽古	武術稽古	武術稽古	2					0											
1683	08_カジノ	武闘家	特技	【武闘家の交換所】	【武闘家の交換所	武闘家の交換所	武闘家の交換所	0					1											
1684	01スタンダード	商人	特技	【封印の杖】	【封印の杖	封印の杖	封印の杖	0					0											
1685	00ベーシック	占い師	特技	【風の導き】	【風の導き	風の導き	風の導き	2					1											
1686	12_そして伝説は	占い師	特技	【風神の舞】	【風神の舞	風神の舞	風神の舞	3					2		a									
1687	02力の咆哮	僧侶	武器	【福音の杖】	【福音の杖	福音の杖	福音の杖	2	1	3			0											
1688	08_カジノ	商人	武器	【福招きのそろばん】	【福招きのそろばん	福招きのそろばん	福招きのそろばん	4	2	3			2								a			
1689	13_星降りの決戦	盗賊	特技	【複製の極意】	【複製の極意	複製の極意	複製の極意	2					1											
1690	13_星降りの決戦	共通	特技(トークン)	【物質系のたまご】	【物質系のたまご	物質系のたまご	物質系のたまご	0					0											
1691	13_星降りの決戦	共通	特技(トークン)	【???のたまご】	【???のたまご	???のたまご	物質系のたまご1	0					0											
1692	07_光と闇の	商人	特技	【分裂のツボ】	【分裂のツボ	分裂のツボ	分裂のツボ	3					1										a	
1693	03不死鳥	商人	特技	【分裂の杖】	【分裂の杖	分裂の杖	分裂の杖	5					2											
1694	06_小さな希望の	戦士	武器	【兵士長の剣】	【兵士長の剣	兵士長の剣	兵士長の剣	2	1	3			1											
1695	02力の咆哮	商人	特技	【変化の巻物】	【変化の巻物	変化の巻物	変化の巻物	3					1											
1696	00ベーシック	商人	特技	【変化の杖】	【変化の杖	変化の杖	変化の杖	2					1											
1697	10_破壊と創造	商人	ユニット	【変貌のくものきょじん】	【変貌のくものきょじん	変貌のくものきょじん	変貌のくものきょじん	2	3	2	あくま		2											
1698	10_破壊と創造	魔剣士	建物	【墓所】	【墓所	墓所	墓所	2		2	建物B		1											
1699	02力の咆哮	商人	特技	【宝の小箱】	【宝の小箱	宝の小箱	宝の小箱	3					0				a							
1700	12_そして伝説は	共通	特技(トークン)	【宝の地図】	【宝の地図	宝の地図	宝の地図	1					0											
1701	12_そして伝説は	共通	建物(トークン)	【放たれし大地のじごく】	【放たれし大地のじごく	放たれし大地のじごく	放たれし大地のじごく	3		1	地図		2			a								
1702	09_再会と誓い	僧侶	ユニット	【豊作のじんめんじゅ】	【豊作のじんめんじゅ	豊作のじんめんじゅ	豊作のじんめんじゅ	3	1	4			2											
1703	09_再会と誓い	商人	ユニット	【亡国の先王ロウ】	【亡国の先王ロウ	亡国の先王ロウ	亡国の先王ロウ	3	2	2	冒険者		3											
1704	01スタンダード	共通	ユニット	【亡者のひとだま】	【亡者のひとだま	亡者のひとだま	亡者のひとだま	4	4	4			0											
1705	04もりもり	魔剣士	特技	【亡者の執念】	【亡者の執念	亡者の執念	亡者の執念	2					2											
1706	11_英雄たちの凱旋	占い師	ユニット	【暴将黒竜丸】	【暴将黒竜丸	暴将黒竜丸	暴将黒竜丸	8	4	7			3						a					
1707	10_破壊と創造	共通	ユニット(トークン)	【暴走するシドー】	【暴走するシドー	暴走するシドー	暴走するシドー	6	5	5	魔王		3											
1708	03不死鳥	魔法使い	特技	【暴走魔法陣】	【暴走魔法陣	暴走魔法陣	暴走魔法陣	2					1											
1709	01スタンダード	占い師	特技	【暴風雨】	【暴風雨	暴風雨	暴風雨	4					2											
1710	07_光と闇の	武闘家	特技	【冒険の準備】	【冒険の準備	冒険の準備	冒険の準備	3					0											
1711	10_破壊と創造	共通	建物(トークン)	【牧場】	【牧場	牧場	牧場	2		2	建物B		2											
1712	10_破壊と創造	占い師	ユニット	【魔王グラコス】	【魔王グラコス	魔王グラコス	魔王グラコス	4	2	5	魔王		3											
1713	01スタンダード	魔剣士	特技	【魔王の眼光】	【魔王の眼光	魔王の眼光	魔王の眼光	2					0											
1714	11_英雄たちの凱旋	魔剣士	特技	【魔王の脅威】	【魔王の脅威	魔王の脅威	魔王の脅威	3					0											
1715	06_小さな希望の	魔剣士	特技	【魔王の鼓舞】	【魔王の鼓舞	魔王の鼓舞	魔王の鼓舞	4					0											
1716	02力の咆哮	魔剣士	特技	【魔王の号令】	【魔王の号令	魔王の号令	魔王の号令	4					1											
1717	11_英雄たちの凱旋	戦士	ユニット	【魔王の書】	【魔王の書	魔王の書	魔王の書	3	2	4	物質		2											
1718	08_カジノ	魔剣士	ユニット	【魔王バラモス】	【魔王バラモス	魔王バラモス	魔王バラモス	4	4	3	魔王		3											
